Ticker,Description,Revenue (Quarterly QoQ Growth),Revenue (Annual YoY Growth),Gross Profit (Quarterly QoQ Growth),Gross Profit (Annual YoY Growth),Gross Margin (FY),EBITDA (Quarterly QoQ Growth),EBITDA (Annual YoY Growth),Operating Margin (FY),EPS Diluted (Quarterly QoQ Growth),EPS Diluted (Annual YoY Growth),EPS Diluted (FY),Net Income (Quarterly QoQ Growth),Net Income (Annual YoY Growth),Net Margin (FY),Total Assets (Annual YoY Growth),Total Assets (Quarterly QoQ Growth),Total Debt (Quarterly QoQ Growth),Total Debt (Annual YoY Growth),Free Cash Flow (Quarterly QoQ Growth),Free Cash Flow (Annual YoY Growth),Free Cash Flow Margin (FY),Volatility,Volatility Month,Volatility Week,EPS Forecast (MRQ),Return on Assets (TTM),Return on Equity (TTM),Return on Invested Capital (TTM),Quick Ratio (MRQ),Price to Book (FY),Price to Earnings Ratio (TTM),Price to Free Cash Flow (TTM),Price to Revenue Ratio (TTM),Industry
CMCT,Creative Media & Community Trust Corporation,13.30935252,13.38510837,-396.47917561,27.32862305,23.16644751,81.53070577,20.40763,16.20709281,-87.28571429,-6.98165754,-1.114,-149.73385124,,5.80731262,4.44598451,-3.95392019,-6.3508912,-8.4888421,,-49.02011625,23.15270936,0.5,4.37227602,4.84574453,-0.69,-2.95610477,-5.90013182,-3.33471509,,3.80582672,,15.46798365,0.80863225,Real Estate Investment Trusts
TPIC,"TPI Composites, Inc.",-5.64140512,3.41995917,-1853.45656192,,0.82528808,-910.38383089,,-1.29910471,-115.53111892,33.11340579,-2.9602,-194.82984589,59.0687442,-3.64802681,-4.51770912,-4.82920182,-1.3064743,-7.18439285,,-29.46810548,-5.32618482,9.09090909,12.69356787,9.88603789,-0.620663,-11.25649872,-33.01925141,-20.58067173,1.522768,1.76131111,,,0.05460218,Electrical Products
BLEU,bleuacacia ltd,,,,,,-75.4768722,-253.35579893,,-23.32112332,,0.0726,-48.08758668,,,1.06930856,-94.06953425,0,,43.4517134,50.87935477,,0.09582634,0.23766649,0.23766649,,5.06904388,5.45469009,5.43922399,0.6235818,1.34933589,44.73684211,,,Financial Conglomerates
LAZY,"Lazydays Holdings, Inc.",4.30365019,7.44205893,6.34749866,0.50391631,23.50732237,66.78547346,-23.79907218,6.78249022,,22.86787194,3.1738,,-17.83084577,3.42278334,18.26741525,-2.37034827,-4.33217809,33.38794599,,-504.791002,-8.4285823,3.68,6.76654357,5.39618619,0.103333,0.95495154,3.14669135,1.7346729,0.18037135,0.29772398,29.86829727,,0.07682709,Specialty Stores
AXTI,AXT Inc,-4.17418191,2.71120072,-66.43835616,9.92744759,36.93433864,-103.5360069,3.49436796,8.89610114,-51.00250627,8.60534125,0.366,-52.00119474,8.48027444,11.2040987,11.31960258,-5.57002698,-13.57965803,195.57409759,,-12.98937785,-26.38217662,3.20197044,3.35053031,3.95324051,-0.114,-0.37796816,-0.62753749,-0.62350914,1.16567801,0.40543239,,,0.86468603,Electronic Production Equipment
KVHI,"KVH Industries, Inc.",1.43073407,3.70917998,-2.29529546,16.46352353,37.56606518,27.97802952,,-2.22857472,,33.27113267,-0.3576,,31.76277783,-2.82550152,18.80161617,0.32255358,-10.79706049,-30.65231159,,65.28330491,-3.95743026,3.57941834,3.89733202,4.40503347,-0.02,0.81731463,1.01498953,1.01101623,3.91426588,0.5551593,2.71533897,,0.62801725,Telecommunications Equipment
LIVE,Live Ventures Incorporated,0.43238735,5.1036519,1.77486712,-1.64483275,34.09639856,4.8545743,11.49034603,10.74785736,-32.01144726,-20.01530222,7.8405,-31.96405648,-20.69429753,8.62317148,31.59517895,-1.42970133,-4.4627049,36.43417479,78.06850618,-86.64051433,0.85461447,0.5045045,2.49075679,2.51814928,1.43,1.2287016,3.76925501,1.61736117,0.52254653,0.87730876,22.97665209,3.9589311,0.2727541,Home Furnishings
VERI,"Veritone, Inc.",-7.58682219,29.85386583,-21.27999088,19.14619297,66.65687113,-13.8102472,7.86873677,-38.39495619,-0.73295092,63.47955926,-0.7093,-1.45015895,60.48212519,-17.0689517,-18.0564371,-1.83357696,0.39403997,-27.5232979,26.20912807,-116.53264715,-0.68657833,3.82165605,7.68999989,6.21838274,-0.181181,-11.41587498,-84.3988506,-20.63747801,0.94472542,1.07347382,,,0.62421187,Advertising/Marketing Services
PFIE,"Profire Energy, Inc.",-0.75503689,74.29175993,-5.40776396,97.61452097,45.76601516,-1.62479259,,11.30820117,8.44277674,,0.0815,10.33108706,,8.59392359,13.13465585,9.21296032,46.51615702,83.78398814,119.38157215,-117.67901749,-0.18488508,8.7431694,9.39953775,6.44306151,0.043333,15.32787037,17.50913837,17.47532697,3.56151563,1.85554084,10.50372066,131.18945347,1.62701329,Electronic Equipment/Instruments
SEPA,SEP Acquisition Corp,,,,,,11.93242544,-40.12244021,,2043.75,,0.251,2078.30260718,8.38187439,,-86.93697745,-1.13864697,0,,,-1.43214724,,0,0.34628375,0.11509434,,3.76768902,4.00533541,4.00533541,0.58269648,10.13539356,115.2173913,,,Financial Conglomerates
AXR,AMREP Corporation,-18.99063066,-17.39469844,-41.0260613,-29.10304986,38.82611554,-70.10909091,-37.33742103,27.58443586,,86.19172864,4.1059,,37.3723364,44.76538746,22.10141492,0.87320419,-6.81818182,-97.83251232,-77.07504811,-55.89541194,12.85643849,2.19727189,2.30030663,1.87958999,,19.86261628,21.47363096,21.2469467,,0.78113497,4.12912913,11.12042779,1.82075804,Real Estate Development
FONR,Fonar Corporation,1.39289198,1.0789352,4.20555981,-2.69282024,46.37629496,-27.48336994,-22.74970492,14.99239379,-69.97631627,-24.52582267,1.3211,-67.95917098,-24.63751434,9.50455309,0.62199893,0.62501856,-1.71612843,-3.15896318,71.95337995,-4.55715538,10.60306076,3.23325635,2.78184775,3.95101534,,4.6887804,6.08428361,4.99878536,7.87815108,0.5468945,9.99855755,8.98561713,0.95275044,Miscellaneous Commercial Services
LVO,"LiveOne, Inc.",8.6856114,-14.87621668,2.53959195,72.47237569,25.07152824,231.12033195,,-0.63045246,89.25318761,78.71037464,-0.1182,89.19655968,77.18391328,-10.05812611,-14.23401846,-2.2720374,-17.01696016,-55.01733893,56.31578947,51.19297428,-6.3045246,5.26315789,8.78711635,7.39255331,-0.003333,-16.43525119,,-109.98678867,0.47936533,-4.83239229,,,0.79256546,Commercial Printing/Forms
SRFM,Surf Air Mobility Inc.,12.49319048,71.8426852,20.41399001,-48.75966925,-27.5081385,-9.35538592,-54.42751873,-251.08020124,-116.40625,-107.79144698,-1.0641,-116.4001361,-107.80795886,-366.78504489,81.22519185,10.76888489,37.56626222,154.05428329,-27.52103136,-17.73871852,-139.76028411,4.23728814,9.54201834,6.3123843,-0.18,,,,0.07641519,-0.37961307,,,,Airlines
WISH,ContextLogic Inc.,-22.44897959,-72.03102278,-36.36363636,-84.16206262,29.80935875,3.48837209,3.30578512,-62.91161179,11.65177872,0.43559319,-17.1429,10.11235955,-6.37119114,-66.55112652,-37.72408418,-15.72871573,-11.11111111,-20,1.08695652,55.5089192,-73.48353553,5.86181654,5.32826567,5.71224448,-2.706461,-50,-79.09715407,-77.42555235,2.3940678,0.14827904,,,0.19959436,Internet Retail
FORA,Forian Inc.,0.47542423,65.9142764,0.60984842,79.24030762,65.12565925,15.91212672,28.28324783,-73.23041391,77.66367137,2.96792724,-0.8108,77.69236118,2.18120489,-92.73764056,-18.62025752,-0.51318117,-0.02155368,2.4517617,80.91907479,43.92144847,-37.44581,1.98412698,9.44233944,5.23078728,-0.03,-22.71650128,-62.80517496,-27.49857433,6.0972836,6.6722052,,,3.337221,Packaged Software
LVLU,"Lulu's Fashion Lounge Holdings, Inc.",16.64834682,17.04545757,24.85445589,8.32560034,43.5448946,,-36.08843807,1.98770846,54.32960894,,0.0959,53.77358491,82.15158924,0.84726102,51.78642483,-8.27773632,-10.07880311,133.992,39.25321619,-85.20954482,0.83884527,1.94174757,7.89845823,9.82267704,-0.065,-7.44288807,-19.72006074,-11.7647611,0.29140733,1.2583715,,38.95058454,0.2098366,Internet Retail
ACNT,Ascent Industries Co.,-26.42385873,23.73123403,-24.82219061,-9.37349065,12.68583377,-9.93096123,-19.64240338,5.22881972,-180.90962327,-0.99486221,2.1197,-181.51567609,8.99481353,5.32805984,1.79480465,-8.86555413,-3.97363935,0.21197316,-67.98503899,-97.13520902,0.12145446,5.61537994,4.33970606,3.84610239,-0.12,-3.04270288,-6.60569679,-3.8079401,1.91682447,0.62196858,,5.0554736,0.25729933,Steel
SND,"Smart Sand, Inc.",-9.19732848,101.92975807,30.45762712,,4.85062955,43.48073368,,-1.22311723,,98.63149217,-0.0166,,98.61270079,-0.27488856,-2.97500102,-2.95935892,-24.9097814,-19.30650918,897.33210672,-134.45659346,-2.85876281,3.01507538,5.00171048,3.98272,0.03,2.2191992,3.37376976,2.99265087,0.7346372,0.35748796,9.93605509,2.81450862,0.25349899,Construction Materials
WKHS,"Workhorse Group, Inc.",134.22864448,,-22.7311495,75.51503767,-649.98542724,10.26751734,42.11710801,-2171.63648062,17.11229947,76.29047772,-0.7395,7.9257493,70.77968515,-2334.71106924,-19.89858678,-2.45743842,-2.95782928,-61.44255964,0.09278157,19.27303608,-2216.0833052,5.67010309,7.73365119,6.83057389,-0.124,-66.44429473,-90.02127137,-84.70598015,1.5434961,0.60240964,,,6.88205328,Motor Vehicles
APRN,"Blue Apron Holdings, Inc.",-6.05854262,-2.53201156,2.215478,-9.8216664,28.79836499,5.68910256,-77.56879421,-23.71337523,-3612.16848674,23.84938558,-36.2333,-263.52430148,-24.15903871,-23.93476521,-26.13829594,-45.57443158,-46.74623045,-8.33205721,43.71863799,-85.27270381,-21.92436969,0.15479876,0.36898375,0.18593847,-1.986667,-83.50193243,-698.93364274,-214.22341894,0.63235161,1.69039716,,,0.19305366,Specialty Stores
EARN,Ellington Residential Mortgage REIT,,-65.20097114,,-68.58442797,82.96511628,6.98929194,-328.83435583,-149.01162791,-49.53216374,-361.21833534,-2.2941,-48.5237484,-378.64954826,-292.61627907,-34.08480381,-3.55780985,-0.07308689,-20.88398672,16.15610575,-19.59469154,217.21899225,2.35756385,3.15968425,2.62547524,0.24,0.14044746,1.31646602,1.31646602,,0.61290334,53.36787565,17.91549629,,Real Estate Investment Trusts
IVAC,"Intevac, Inc.",-10.75203604,-7.17215242,-45.53930918,115.17615176,42.18562121,-24.65652601,21.04624155,-45.98585051,-24.18820411,40.46552481,-0.6778,-25.36622976,38.40409798,-46.8499203,9.69138424,-6.48239082,-21.66001994,-29.0403297,63.94390582,-509.2503023,-28.17874221,5.0955414,4.12237705,4.15631465,-0.14,-9.62979716,-12.83515649,-12.68901662,2.36640557,0.64981292,,,1.86400803,Semiconductors
AQMS,"Aqua Metals, Inc.",,-97.68786127,-39.06103286,42.21215663,-98875,-3.83371824,10.05264788,-389575,0.35273369,21.66217776,-0.2036,-3.32175423,15.18166328,-385775,0.70035168,-35.56831567,-63.91620351,802.64623955,,-49.713999,-372975,5.15789474,8.30459907,12.00040583,-0.05,-65.2693022,-83.13418785,-76.72600085,2.08322622,3.00969029,,,,Other Metals/Minerals
NNBR,"NN, Inc.",-1.48086365,4.42937787,-16.48720459,-26.55457313,6.09578576,68.94843504,-29.71686698,-4.22907418,-29.87324426,-1.48320667,-0.8279,-41.2972973,-80.9220104,-5.23280761,-5.69399811,-1.61875335,0.84148239,2.23943162,,-288.42504744,-2.0521797,1.73410405,6.15312454,3.5109555,-0.065,-6.97769193,-15.80585144,-8.70780651,1.31874664,0.40733006,,,0.16116786,Metal Fabrication
FOSL,"Fossil Group, Inc.",-0.94451076,-10.03173201,-1.97585551,-14.94431736,48.73222744,11.02738734,-59.03074933,-0.22580313,36.33165829,-276.75866362,-0.8518,35.70597644,-273.61405992,-2.62458253,-9.54111107,-1.16317294,0.49657993,10.98630144,,-412.35655325,-7.37726598,4.89974771,7.1159096,5.56861239,,-6.0541746,-19.36594198,-9.33991412,1.47306367,0.19665407,,,0.05094719,Other Consumer Specialties
SOND,Sonder Holdings Inc.,30.36740711,97.93727248,123.51158335,347.84596336,30.59470854,,53.17775182,-61.285929,97.36481862,96.78489452,-16.0886,47.55701079,43.6992802,-35.94623961,959.82125418,5.67869021,7.99058979,618.42695983,35.74358733,9.37857961,-38.43386115,0.96153846,7.16501435,7.39654767,-3.775,-17.43562996,,-21.05087006,0.85400701,-3.99243193,,,0.14766783,Financial Conglomerates
AKA,a.k.a. Brands Holding Corp.,12.90036104,8.81319694,15.20381033,7.87192492,50.20449931,773.36448598,-18.97607972,0.28557977,47.2760018,-2859.0623316,-16.4731,47.24170418,-2860.74061662,-28.88442438,-25.90812478,-2.37030618,-6.18624304,35.93281962,,-223.59862018,-3.27999895,5.2259887,17.29824558,15.59325197,-0.14,-32.42643348,-57.44347116,-38.99628549,0.57449127,0.32414925,,6.16859742,0.142794,Internet Retail
TAYD,"Taylor Devices, Inc.",-7.42899008,30.23584536,-3.98831895,63.2642895,39.96592085,-6.41419176,116.78123249,16.93824732,-10.59625213,176.65260197,1.7703,-10.58404368,180.75794524,15.64044537,17.74194548,2.33558905,,,-51.56063572,126.78108454,10.81430314,0.66430469,2.48822603,1.38730613,,13.00495861,14.82361768,14.82361768,4.79558118,1.58688884,11.13686806,10.16378566,1.93755117,Industrial Machinery
SOTK,Sono-Tek Corporation,56.51093056,-12.10845803,57.58032716,-11.15287057,50.81620297,1527.62101399,-48.64809064,4.53567401,908.82352941,-75.23048556,0.0403,913.50597311,-74.98970531,4.22298066,14.46301712,3.5650897,,,-73.22004447,-61.3913122,5.10798002,0.54445018,3.73276902,3.40853389,0.02,3.77249467,5.14643395,5.14643395,2.19594646,5.4136681,103.97933884,48.08935833,4.81530264,Industrial Machinery
ZFOX,"ZeroFox Holdings, Inc.",36.6780867,,44.21794388,,27.22001649,91.73057686,-557.49807688,-43.8009573,10.49180328,-2518.52850539,-6.2785,6.35741699,-13355.45909798,-630.87321357,361.07191422,-2.47954695,2.37727855,,,-4526.60126884,-35.52621511,7.60586319,8.60054114,7.77527207,-0.070383,-188.41762812,-315.48348634,-224.87698657,0.82763188,0.15714489,,,0.4077328,Packaged Software
MNTX,"Manitex International, Inc.",8.3437698,29.45792502,3.64330326,38.31923013,18.26484185,10.39700908,709.90399192,2.41479036,669.23076923,-6.35335074,-0.2444,662.26415094,-7.17253444,-1.78963974,31.61062439,1.65567431,-0.99978871,95.88087608,49.73756561,-422.22053,-7.72564943,4.93506494,8.75383268,7.76667523,0.06,-0.95583844,-4.02893767,-1.75650878,0.6311776,1.32566171,,,0.27276098,Trucks/Construction/Farm Machinery
HAIA,Healthcare AI Acquisition Corp.,,,,,,24.41635464,,,,25.6116208,0.4929,,19.41226132,,0.22005326,-91.74182095,,-100,37.34030904,28.17489713,,0.64220183,0.36819198,0.36798621,,5.67386428,5.98876165,5.98876165,0.33749672,1.37067091,39.19453434,,,Financial Conglomerates
MULN,"Mullen Automotive, Inc.",,,39.56971528,-203.20596029,,19.51556013,-340.09972411,,4.52753881,67.22819125,-630.837,-168.77496828,-1571.6164345,,1662.0881335,39.04067641,-5.39508551,-67.04826574,-47.94935715,-371.94866677,,8.87708649,12.16789935,24.92944189,,-438.05740028,-1009.76028221,-973.86744203,1.27847865,0.01705372,,,24.318441,Internet Software/Services
NUBI,Nubia Brand International Corp.,,,,,,48.43465441,,,1325.80645161,,0.0382,1205.53923626,,,71198.28214327,-67.87695661,5.06072874,0,-101.47039115,,,0.09208103,0.03339642,0.00940075,,1.65224573,1.78313561,1.78313561,0.04545002,1.37004447,115.53191489,,,Financial Conglomerates
CHMI,Cherry Hill Mortgage Investment Corporation,43.21039396,-125.29591194,52.37395087,-158.02389824,,,135.05035669,,96.11751152,328.55103498,0.6004,,76.98445005,,8.13309468,-2.52756623,-1.70847894,1.01754914,-67.1875,24.80054992,,1.80935252,3.16953322,2.93895737,0.17,-0.6509828,-3.36304098,-1.99146284,,0.4488244,,2.06584016,1.10426178,Real Estate Investment Trusts
AEAE,AltEnergy Acquisition Corp.,,,,,,-9.40956788,-139.19138308,,53.25914149,10.44960474,0.4471,-25.73854905,10.43623239,,0.65163662,-92.50559263,202.85714286,,-451.69480377,-37.34874609,,0.0095057,0.1771043,0.07127021,,5.38380208,5.98148633,5.98148633,0.20145454,1.33301402,36.59130435,,,Financial Conglomerates
SUP,"Superior Industries International, Inc.",-2.19520902,18.42585304,5.68281938,59.89100864,11.32524992,5.43367537,30.18583129,7.27336146,29.85436893,,0.0191,98.07739709,896.25538793,2.25507378,7.55037011,-2.95895998,-1.61924724,1.77579248,-245.72119746,,5.81821353,4.58015267,5.87774521,6.84118571,-0.05,1.06932563,6.05462489,1.50097894,1.48353871,-2.92619371,,1.2408875,0.049197,Auto Parts: OEM
SCX,L.S. Starrett Company (The),9.06644184,0.97871116,11.80356864,-2.08437196,32.19951285,17.50131787,-10.74743004,7.24791556,42.29950319,52.76180955,3.056,39.54235247,55.18214814,9.01227243,-3.38354531,-0.54831971,-26.13948116,-58.68956606,-30.35955925,,7.14798738,3.68912937,3.63831019,2.06842435,,11.76890375,19.91237451,17.12359501,1.43538154,0.59076348,3.34336939,4.17673587,0.29855255,Tools & Hardware
NNAG,99 Acquisition Group Inc.,,,,,,,,,,,-0.0003,87.90322581,,,,12.83780377,11.96601651,,82.35294118,,,0.04938272,0.67196994,0.10368178,,,,,0.00643971,5037.31343284,,,,Financial Conglomerates
APEI,"American Public Education, Inc.",-1.65342811,44.77642233,-5.55669861,24.38703972,47.12449367,181.39924592,-21.68253665,2.08270111,-675.29008439,-727.32414644,-6.1001,-792.54355401,-747.7748986,-18.96547743,-9.2055803,-9.65446662,-0.4914204,-14.25728518,29.75293132,189.06919089,2.1153567,3.57995227,5.9633297,5.63528112,-0.248175,-11.01980137,-22.39008657,-12.85439936,2.38636191,0.26203087,,,0.12875387,Other Consumer Services
TRCA,Twin Ridge Capital Acquisition Corp.,,,,,,46.28729252,-64.83115303,,,0.98416774,0.236,,0.98471727,,0.91801592,0.89087476,33.33333333,,82.83603407,41.11809175,,24.46808511,25.61630672,63.41147822,,0.2841563,0.30297435,0.30297435,0.03864168,0.82579181,314.83253589,,,Financial Conglomerates
SPIR,"Spire Global, Inc.",9.62015889,85.05590778,22.10312862,61.9995944,49.75955549,45.36571207,-1.12620703,-85.39517616,9.81978292,-4.27406199,-5.1136,7.96129689,-134.73615122,-111.39059152,-10.47106653,1.84476778,1.56994484,118.337767,-21.26858649,9.08905145,-83.14023023,4.99926265,6.62973679,7.21971794,-0.623333,-26.3036441,-63.8282308,-31.30032606,2.4062106,0.55450453,,,0.67185683,Packaged Software
GLT,Glatfelter Corporation,-5.60617438,37.48817639,-49.75917951,-2.42845173,9.44837011,-71.66857034,-22.86966933,1.53031597,-171.37657181,-2905.89378238,-4.3323,-171.93757362,-2899.59636731,-13.01640285,-12.40312303,-4.53583502,-0.1185998,7.33519188,24.38203927,-291.89057157,-5.26779524,7.97546012,6.19488586,6.36529127,0.08,-8.13597923,-39.82893714,-11.57678749,1.14048949,0.23664205,,,0.05109669,Pulp & Paper
ESOA,Energy Services of America Corporation,59.35234861,61.34296926,178.90189156,75.05386184,11.44731414,60437.74350649,224.52360761,3.33638747,,,0.2298,,,1.89802875,58.59161679,22.0575893,7.46047288,54.19774812,-162.96555906,,1.50639202,1.99556541,4.25836332,3.88682028,0.09,2.90651428,9.834737,6.77579486,1.02190987,2.68534803,23.42945417,,0.28228013,Engineering & Construction
CLPR,Clipper Realty Inc.,2.60195444,5.71747509,15.52855883,8.98963247,31.51850539,11.32116314,4.45282733,21.30007862,47.78430326,30.44834308,-0.3568,47.78996344,30.4368932,-4.41786259,-0.32634679,-0.9357539,-0.09167794,2.68730657,,-2.43635922,-19.50811586,2.41758242,4.45582239,5.33778151,0.04,-0.60734722,-56.48260212,-0.65509223,,5.23130577,,,0.55013968,Real Estate Investment Trusts
CONN,"Conn's, Inc.",7.84903539,-15.56598582,11.91770897,-17.24390218,47.09722784,31.55290351,-71.81654405,-1.12563844,5.48431105,-168.16669439,-2.4585,5.26568683,-154.79598909,-4.41644749,-1.95110557,1.55688058,3.63822139,12.48024528,-465.92532958,-109.51627985,-0.93242073,2.94117647,4.92861616,3.28777498,-1.526667,-7.89924941,-27.32969108,-9.37665139,2.33778951,0.14649477,,,0.05952735,Electronics/Appliance Stores
BEEM,Beam Global,36.85867896,144.34135092,9920,-71.56489414,-7.57899523,9.31889427,-187.24784529,-89.63855422,14.36950147,-167.47912739,-1.9863,7.85695641,-198.39120114,-89.48397363,23.06744079,62.83978332,3.38321405,-18.17309138,-398.39228296,-174.9609702,-86.3196181,9.32571429,5.88897588,6.561895,-0.314286,-39.05848458,-49.17104188,-47.92319022,3.04167696,2.3420539,,,1.29419574,Electrical Products
FRLA,Fortune Rise Acquisition Corporation,,,,,,-17.63316604,-3123.63737486,,-102.17391304,64.0776699,-0.0037,-101.38318838,63.97733119,,1.39254054,-62.34319294,89.48831351,,-54.96930206,-148.93248076,,0,0.05696723,0,,1.0843669,1.1790825,1.1790825,0.09355722,1.45104992,187.17948718,,,Financial Conglomerates
TUP,Tupperware Brands Corporation,,-18.53055104,,-21.7321948,63.96472393,,-50.98814229,7.59969325,,-1832.48386001,-5.0987,,-1590.38461538,-18.93404908,-40.03709378,,,-0.51944761,,-192.67605634,-5.04601227,5.80645161,14.75167963,9.00935646,0.144405,,,,,-0.16365137,,,,Miscellaneous Manufacturing
CODA,"Coda Octopus Group, Inc.",-7.75207587,4.19227372,-7.49022058,2.85022368,68.34708289,0.72446246,23.22155802,22.5146601,3.48314607,-12.84571429,0.3813,3.00482807,-13.06739508,19.35237615,3.21571654,2.0948143,,-100,,158.81813071,28.1677112,1.38461538,3.78769459,2.90795625,0.09,8.36738778,8.95863058,8.95863058,15.09267385,1.63566042,17.63907734,35.77914551,3.50545005,Aerospace & Defense
PODC,"PodcastOne, Inc.",23.84445221,,55.69453588,,,,,,94.33045356,,,95.04132231,,,,-4.47588289,-1.48731409,,83.95904437,,,9.70873786,17.5757054,18.89703134,,,,,0.51379958,,,,,Internet Software/Services
GNSS,Genasys Inc.,27.19165255,14.96074719,35.93908629,12.44770768,48.74988433,75.93810445,-73.42816501,-4.38419543,58.44155844,-2343.43434343,-0.4442,58.18395533,-2402.84090909,-30.00277598,-20.27560802,-1.52507212,-4.09609402,-11.10950174,-102.91588785,-98.53584652,0.16100675,0.59171598,4.87782549,3.24943085,-0.085,-30.3814303,-41.24177593,-37.85695371,1.52167306,1.22780506,,,1.20422887,Computer Communications
PRST,"Presto Automation, Inc.",-27.06220675,,-183.84458078,,1.99349531,3.13650524,-5423.08095997,-215.82934762,-109.84574992,-516.10549944,-0.7415,-133.16326531,-997.60250579,-131.93036158,-73.27335586,-3.95597614,-7.18954248,,4.1015625,-6918.75910922,-171.36407117,14.28571429,11.63548479,10.63707355,-0.24,,,,0.45964093,-1.55496555,,,2.64812799,Packaged Software
SMSI,"Smith Micro Software, Inc.",-5.41628545,-16.96107631,2.80107347,-25.60333829,57.69793664,74.1210139,-265.81632653,-63.7499227,18.8003581,12.80739396,-0.5283,17.74357485,5.68244049,-60.3528951,-9.54572447,-3.65161106,-21.63862473,128.80518152,,-40.47722974,-39.80376394,2.85714286,6.12957662,4.93932804,0.003333,-26.97184359,-32.66942144,-31.52947929,1.30253416,0.7725644,,,1.47786104,Packaged Software
NKGN,Graf Acquisition Corp. IV,,,,,,-180.31712119,-9.24288334,,-714.68926554,,0.212,-583.28296518,,,0.10030634,-63.79382285,,,-8.33218862,-3.10227601,,13.17730042,12.56657412,19.28821778,,-3.02473447,-3.23736259,-3.23736259,0.01200259,0.40366651,,,,Financial Conglomerates
OMEX,"Odyssey Marine Exploration, Inc.",-40.23148934,44.88134445,11.53970329,0.84003708,-641.10872689,6.43799256,-13.50366271,-1276.98624862,-134.4397843,-78.52564103,-1.3368,-134.4789511,-132.42097165,-1733.77652839,49.08524488,6.255001,13.15449932,12.75524354,-13.73498184,-99.15436383,-794.20200165,2.74963821,6.53680233,4.94083265,,4.0862906,,5.60496402,0.11223597,-2.10218555,151.30434783,,62.66611576,Agricultural Commodities/Milling
SPRU,Spruce Power Holding Corporation,26.07350097,,38.83030658,,57.10528585,540.66666667,-52.06585175,-258.14003622,,-416.59252134,-5.2662,,-426.26259118,-232.03845822,109.25075149,-0.99288315,-0.88564196,354135.91549296,-22.61890355,-30.92135109,-273.73027507,2.17391304,7.19359303,5.64418082,-1.6648,-9.8690717,-20.95254958,-10.49394387,4.58487141,0.2423883,,,1.12724847,Electric Utilities
CULP,"Culp, Inc.",-7.75567349,-20.3178684,5.45876887,-69.81132075,4.6378983,62.51685393,-340.54185397,-11.52749283,28.7029729,-878.34540602,-2.5662,28.60499893,-881.62566179,-13.41653401,-14.29351836,-6.09857868,-11.19641715,-39.18879486,-290.23452518,,2.25297318,0.90909091,2.35358412,2.34657644,-0.225,-18.03631506,-29.1476773,-27.87265968,1.15675407,0.76112242,,,0.29619375,Textiles
RSSS,"Research Solutions, Inc",-3.70037939,14.48132018,-2.75786049,22.04810806,38.85119591,203.72529143,,0.30940138,56.25,,0.0196,58.64838162,,1.51610256,28.24135472,5.92539053,,,78.38289541,,8.84969366,3.08822228,4.75834652,3.3627654,-0.02,2.94188495,9.35997062,9.35997062,1.46863359,9.25181014,123.65591398,20.72001154,1.83365755,Miscellaneous Commercial Services
AHT,Ashford Hospitality Trust Inc,14.2490103,54.06531572,75.03047542,,10.94298385,75.54461908,170.34423956,6.98999645,54.86395826,64.10237842,-4.4615,59.6073668,47.63206682,-11.26840358,-4.41092466,-0.74559789,-1.82784807,-0.78668803,68.01916933,64.54209941,-5.16432568,6.31313131,6.77128016,5.84248907,-1.3,-4.18221167,,-7.93752931,,-0.45396289,,,0.05048611,Real Estate Investment Trusts
NEOV,NeoVolta Inc.,14.76160951,-22.74947614,179.48424506,3.12711258,19.90833995,49.28809595,54.20387157,-76.26856546,49.21465969,70.82152975,-0.0824,49.28888833,54.52354021,-76.38818999,57.70522227,-3.84247928,,-100,-3987.43664977,-81.20863062,-60.99867094,1.49253731,8.14537277,5.98181579,-0.01,-49.66201357,-58.12307613,-57.78138497,99.39715378,10.40865508,,,19.47585353,Electrical Products
PET,Wag! Group Co.,-3.89371091,,-5.27685262,,91.62489748,73.0349345,-3509.95003363,-56.73197849,0.68493151,-3810.96408318,-2.0689,-2.16530235,-4549.07427163,-70.29435888,-58.56137115,2.39476334,3.5354091,,,-258.56974144,-5.20185911,3.17919075,4.82782548,4.13915647,-0.08,-48.44312528,-69.70240066,-57.30759853,1.82944012,6.42501671,,,0.9048913,Personnel Services
NVAC,NorthView Acquisition Corporation,,,,,,29.07464167,-2720.31076582,,587.56218905,2291.93548387,0.2966,93.33151884,2285.80249174,,0.86795609,1.45656113,,,71.72903239,12.25863917,,0,0.07967204,0,,3.47432725,3.57242524,3.57242524,0.07944206,1.35435995,43.03343949,,,Financial Conglomerates
CRGE,"Charge Enterprises, Inc.",-23.7474748,46.29065602,-2895.69892473,137.19158555,0.74072163,13.35315101,-10.14300978,-6.8729911,6.27705628,8.44362096,-0.3459,3.97307859,41.26261969,-4.3490348,20.71832679,6.91966723,3.74004105,-10.48646387,64.4097543,-172.27333813,-1.66357854,9.05785124,10.74211433,9.89907524,-0.055,-9.05576242,-53.06978475,-38.06316653,0.98838778,2.64414875,,45.49502206,0.09495076,Engineering & Construction
