Ticker,Description,Revenue (Quarterly QoQ Growth),Revenue (Annual YoY Growth),Gross Profit (Quarterly QoQ Growth),Gross Profit (Annual YoY Growth),Gross Margin (FY),EBITDA (Quarterly QoQ Growth),EBITDA (Annual YoY Growth),Operating Margin (FY),EPS Diluted (Quarterly QoQ Growth),EPS Diluted (Annual YoY Growth),EPS Diluted (FY),Net Income (Quarterly QoQ Growth),Net Income (Annual YoY Growth),Net Margin (FY),Total Assets (Annual YoY Growth),Total Assets (Quarterly QoQ Growth),Total Debt (Quarterly QoQ Growth),Total Debt (Annual YoY Growth),Free Cash Flow (Quarterly QoQ Growth),Free Cash Flow (Annual YoY Growth),Free Cash Flow Margin (FY),Volatility,Volatility Month,Volatility Week,EPS Forecast (MRQ),Return on Assets (TTM),Return on Equity (TTM),Return on Invested Capital (TTM),Quick Ratio (MRQ),Price to Book (FY),Price to Earnings Ratio (TTM),Price to Free Cash Flow (TTM),Price to Revenue Ratio (TTM),Sector
LMDX,LumiraDx Limited,-5.27217787,-39.61578253,-63.23078972,-128.36850835,-14.65246231,-2.82685512,-245.07700046,-126.31721655,-12.47296323,-298.84769539,-1.5922,-12.49915179,-345.24665854,-176.59150568,-31.60256211,-13.12259755,0.67465218,20.70718618,-23.63178863,20.86381142,-84.21972995,21.21212121,18.14611658,30.45546476,-0.11332,-74.22128882,,-117.9071911,1.01251615,,,,0.43352599,Health Technology
DAVE,Dave Inc.,3.91494705,33.8696712,9.57621251,-13.18585177,33.90972378,-76.08151591,-191.76940639,-65.61038479,-60.33698399,-500.72362026,-11.1242,-61.26916221,-544.75566448,-62.93070622,118.42566548,-3.08764647,0.39476406,141.84846798,,-4901.20614035,-22.26686455,3.3203125,7.62829814,4.50518176,-1.88,-32.28267778,-85.40927281,-37.52015456,8.78931899,0.56690661,,,0.2572114,Finance
SCYX,"SCYNEXIS, Inc.",11533.09734513,-61.32340652,16501.39593909,-70.26234316,71.6951483,,-40.96015665,-1684.48241996,,-18.32851638,-1.4739,,-91.10631047,-1233.72618346,-26.72546876,120.29133948,-70.11769967,24.62293128,,,,1.2195122,8.38021881,9.19705303,-0.134,30.55138604,64.04682516,44.19972606,8.36984775,16.68014557,2.4122807,,0.60718347,Health Technology
VLT,Invesco High Income Trust II,,-96.29983142,,-108.02255103,-190.47541333,,-774.18891552,-2173.25841649,,-1596.93877551,-1.1736,,-1597.60585702,-2539.87556787,-10.80521232,,,0,,-15.79571398,1556.42077777,0.74786325,0.90155489,0.67706961,,-6.63138063,-9.20868469,-6.72701308,,0.81311977,,13.09185381,203.76433286,Miscellaneous
WRAP,"Wrap Technologies, Inc.",69.05766526,4.140251,89.77272727,36.17797228,46.39085601,-20.20327219,27.23782408,-220.27581066,-23.3299075,31.25,-0.4279,-24.30486594,27.94388319,-218.87190955,-30.88331713,13.27459618,-9.81818182,437.5,,22.68186076,-184.60678345,0,6.85104422,6.56515967,-0.1,-49.287053,-62.444436,-61.99339934,1.92835352,2.14592275,,,8.17042267,Health Technology
OCUP,"Ocuphire Pharma, Inc.",110.06289308,6665.70458404,110.12585812,6711.28205128,99.98996236,12.10440457,,45.73651192,14.42516269,,0.8685,14.33258505,,44.88833124,90.31330291,-4.27054885,,-100,,,35.91969887,1.72413793,7.92446336,4.42648328,-0.222,60.8108989,71.35126867,71.35126867,7.54400278,1.30842007,3.42760903,2.80946276,1.34264432,Health Technology
OCEA,"Ocean Biomedical, Inc.",,,,,,48.6884932,-338.01892121,,81.87375709,-70.18779343,-0.0725,80.67090993,-69.90126039,,2.07909186,-16.24229322,67.93040034,,-80.38476047,5.93018718,,5.04201681,8.9733482,7.67283786,-0.15,-125.17046329,-167.94448361,-167.94448361,0.08100004,0.2263393,,,,Health Technology
MCHX,"Marchex, Inc.",2.50491159,-2.44221707,41.02124008,7.59741006,53.83170404,10,41.92213654,-15.93252827,38.65147198,-90.8,-0.1908,38.69526363,-87.81321185,-15.80410197,-13.72233278,-2.29417883,166.70081967,-49.78527607,68.15420071,32.96503315,-9.88499137,6.43638704,7.77406008,6.55613341,-0.03,-21.7212394,-27.9992293,-27.2650016,2.36673228,1.33303462,,,1.3129716,Commercial Services
DERM,Journey Medical Corporation,40.60427413,16.68672981,63.16793893,38.14492754,58.22530508,57.08908407,-1.62855011,-37.35221056,18.39423753,33.48028025,-1.69,17.49210734,32.65445288,-40.21773066,8.09588422,-27.23545429,-47.98191195,194.25223831,,,-18.3713638,2.8125,8.76468197,5.77214067,-0.155,-42.80763795,-225.40804598,-142.75159236,0.52077193,3.43135716,,,0.96078514,Health Technology
TSBX,Turnstone Biologics Corp.,-100,-27.63567078,-103.92536431,-28.38508879,96.99863574,-6805.3968254,-184.06227682,-43.14597544,,-991.70918367,-1.3982,-107595,-940.39247751,-42.06548431,-38.61592361,-18.95884591,-10.33454081,92.54565785,18.04978103,-53.90034293,-101.63301501,4.01606426,18.05522459,8.67582093,-0.665,,,,3.00723318,-0.54450985,,,,Health Technology
GBIO,Generation Bio Co.,,,67.29323308,-13.19505737,,2.77910305,-14.29967967,,11.20285232,-11.08906213,-2.3512,3.20309092,-14.67717434,,-21.08077043,-6.15042986,-2.09929457,1.09124652,,-14.67697563,,7.47922438,16.62723148,34.20378866,-0.495,-30.79852939,-43.81199701,-34.77856833,12.10857661,0.19217037,,,68.06603018,Health Technology
CXH,MFS Investment Grade Municipal Trust,,-61.50643324,,-70.56999485,64.28286035,,-411.85934554,-740.73031545,,-470.58173785,-2.013,,-470.62349124,-784.521693,-17.43304318,,,-6.94137392,,-10.89920145,164.96008761,0.45317221,1.76117905,2.3535493,,-2.7596604,-4.55989697,-2.8381977,,0.78646146,,18.68507665,183.14886363,Miscellaneous
LTBR,Lightbridge Corporation,,,,,,13.98503684,4.00241879,,18.20276498,59.55108721,-0.692,17.48541878,4.3111593,,18.05032062,0.89848887,,,9.44010128,38.71778864,,2.5751073,6.24596367,4.29667629,,-25.93868155,-26.42071356,-26.42071356,48.18410579,1.94535037,,,,Process Industries
SOHO,Sotherly Hotels Inc.,12.70612495,30.16694589,23.19957675,74.58144968,29.91727816,38.15100917,68.40280349,14.51686499,,,1.396,261.21238882,,19.5911905,-6.76103593,0.19509181,0.16462098,-14.52229178,-89.38601535,-52.84430086,-0.78626638,2,3.90141647,3.27424195,,3.30421481,26.33852875,3.81276274,,0.53752915,5.0149452,3.08280858,0.16329192,Finance
IGTA,Inception Growth Acquisition Limited,,,,,,42.55827563,-307.14168175,,-25,,0.0366,-54.81124811,,,0.55477952,-55.88143811,12.67442151,1673.48093241,,-670.29337653,,0.01033835,0.04298507,0.05437441,,2.04027215,2.13707323,2.13707323,0.39737688,1.3324734,76.65706052,1.26918007,,Finance
FIXX,"Homology Medicines, Inc.",-55.86034913,-90.55665126,-197.6744186,-97.50685717,18.98379052,-12.36071906,-51.24356229,-4154.6446384,-21.30852341,94.96593927,-0.0872,-21.49493829,94.77361012,-156.01620948,7.91088272,-14.42483109,-1.29548813,23.15952202,9.97640971,-2.49583136,-3583.10473815,0.98039216,6.70330068,4.84608205,-0.43,-58.11660418,-73.35144288,-64.30303725,5.72544575,0.33105738,,,21.46382867,Health Technology
KSCP,"Knightscope, Inc.",22.98929928,68.86694508,74.20382166,-141.41216241,-62.95507015,8.21305842,-127.71126771,-567.71443793,-46.5034965,,-0.6687,-96.31751227,-32.58677032,-455.38980643,70.59992117,23.29512052,-66.69998572,71.19935206,15.69655172,-80.8368848,-507.44095187,4.375,10.13988207,5.96234822,-0.09,-99.23588859,-378.56135402,-349.07514451,0.99421903,-0.7041432,,,4.53163726,Producer Manufacturing
ATHA,"Athira Pharma, Inc.",,,-3.48432056,-118.78914405,,-6.30872028,-46.30722503,,-6.17502726,-70.5997173,-2.5346,-6.38749101,-74.35509453,,-22.2449459,-10.62155242,-4.36205016,-0.46875,8.01967089,-64.7825211,,1.94805195,6.63836496,5.83846709,-0.8145,-43.09131522,-46.28606533,-45.97390683,8.8695873,0.24968387,,,,Health Technology
CRVS,"Corvus Pharmaceuticals, Inc.",,,36.84210526,20.2173913,,14.28571429,15.64579513,,19.04198699,14.1128642,-0.8873,17.40124476,4.47260702,,-37.65474396,-0.26805505,-13.20017369,-28.68110776,35.8747698,25.67538126,,7.01754386,8.64386217,9.84024734,-0.1225,-51.82956794,-60.09594283,-58.87242774,4.82438279,0.99370328,,,,Health Technology
CRVO,CervoMed Inc.,,,,100,,46.26325511,-0.17240849,,48.37348397,38.03347235,-11.4705,48.36501169,35.29380541,,-40.18086717,-14.72580705,,,46.73961176,-3.22249874,,1.5503876,11.08676015,14.67208089,-0.95,-58.28951646,-63.96188588,-63.96188588,10.71321802,0.69405213,,,,Commercial Services
BHIL,"Benson Hill, Inc.",-19.01695595,319.19071967,-68.83335083,,0.92515601,16.30178992,-6.84838975,-32.79018343,-1757.66871166,31.37425207,-0.7111,-1761.19842829,-1.31329853,-26.15198579,-6.056275,-12.61110146,2.34464925,15.17195662,68.13712134,26.37228625,-28.82279341,3.23879004,11.55100979,9.75556937,-0.176667,-24.24966441,-56.65523456,-30.39137238,3.02936668,0.29950012,,,0.1115143,Commercial Services
PGZ,Principal Real Estate Income Fund,,-30.71850255,,-40.51654197,65.48898811,,-173.04576607,-398.09038651,,-177.41329303,-3.79,,-177.29878453,-414.35556089,-24.0224172,,,-20,,2.43735953,94.78303506,0.70011669,1.53889692,1.08360059,,-18.08139401,-26.60010602,-26.60010602,,0.67429539,,13.31947182,,Miscellaneous
CASA,"Casa Systems, Inc.",28.05042277,-28.60225503,32.24445585,-45.58349591,35.23873008,42.00971079,-261.4286134,-23.8991823,-59.81845688,-2495.29085873,-0.8647,-61.52631246,-2569.75366386,-27.64215442,-15.02281809,-14.65255568,-19.94681317,-16.47852179,,-133.56669247,-3.48052782,3.47826087,11.76235163,5.47224886,0.01,-29.60303599,-535.80833769,-46.01420212,0.88835347,1.14017438,,,0.22625714,Technology Services
FARM,Farmer Brothers Company,-31.18148011,7.99947901,10.87508821,-22.49799572,34.12273064,85.82955119,-108.24645165,-7.26753421,-306.15733473,-351.83070205,-4.0353,-309.49838046,-405.58712726,-10.01223659,-36.84499333,-14.66680203,-64.94976051,-64.22122228,66.00256584,17.44595647,-6.54892871,1.7921147,7.55957546,5.19240894,-0.29,-13.74805147,-68.95842083,-32.0284281,0.74644175,1.50100155,,,0.1230086,Consumer Non-Durables
CLNN,Clene Inc.,151.40186916,-34.57814661,14.21568627,-106.22317597,-203.17124736,4.29465858,3.87557264,-10234.46088795,-88.75968992,-190.01264223,-0.4588,-113.61937128,-207.16632444,-6325.15856237,-29.44674373,70.0887485,-2.13864079,32.36835538,26.48157119,-22.90021137,-9342.49471458,4.91111111,11.7720984,5.69026929,-0.09,-87.09726214,-466.79065331,-125.14670724,9.29712293,10.3926097,,,49.39117634,Health Technology
MFD,Macquarie First Trust Global,,-28.93397588,,-33.54125003,80.72477011,,-88.13733811,21.39396389,,-94.67622923,0.0772,,-94.67330536,9.23723925,-10.68907466,,,-17.14285714,,-36.25466447,59.89573386,1.5015015,1.60760444,1.14250088,,-7.12167644,-9.82497242,-7.2158018,,0.71576499,,12.32761923,9.29963849,Miscellaneous
BWEN,"Broadwind, Inc.",4.03085548,21.38457207,19.97649824,108.97865216,5.64893442,30.86248701,91.25918824,-3.73785776,83.61111111,-426.4986376,-0.4793,84.00520156,-441.76325957,-5.5046702,22.44275585,5.3753407,-11.54359385,4.99239254,,,7.66297614,2.22222222,7.33954318,9.39384983,0.08375,-1.71862228,-4.92359247,-3.32146286,0.53143542,1.21676979,,27.76321945,0.31309358,Producer Manufacturing
BHG,"Bright Health Group, Inc.",-60.60216225,59.41687987,,,,,,-19.76231639,33.68727826,-26.0270048,-190.0336,35.52862392,-22.8450233,-30.41541772,29.35273728,-9.38225105,0,70.53871562,82.24423598,300.84809759,8.58272907,1.52143845,7.02990864,4.03877017,-3.435,-13.7050261,-69.12182487,-69.12182487,,-0.28410788,,,0.01777781,Health Services
PPSI,"Pioneer Power Solutions, Inc.",42.58845657,47.45235105,28.40038314,243.3903577,16.35555556,-94.84777518,15.30373832,-14.92222222,-357.6,-52.90269828,-0.374,-361.47540984,-67.88186433,-13.47407407,33.44433702,-14.39607329,-16.28937008,60.07042254,-233.35837716,-157.21489527,-24.55925926,3.62976407,5.68500765,6.67967423,0.05,-1.72810171,-3.23101777,-3.03687636,1.4849729,3.24654983,,,1.55108409,Producer Manufacturing
FTHM,Fathom Holdings Inc.,29.07880992,25.0534476,45.01865672,26.36841371,6.57999244,34.54589256,-75.49712408,-6.46642322,23.84161752,-97.22412611,-1.7265,23.78530082,-121.16724041,-6.68968724,-23.58048223,6.51020122,51.87538611,-25.77739223,-100.63331222,40.13042787,-1.82291919,0,8.41279833,7.70485072,-0.125,-28.87566343,-39.78703548,-35.95862946,1.42739758,0.89003053,,,0.13599668,Technology Services
ADES,"Advanced Emissions Solutions, Inc.",-1.73035328,2.68510579,79.57133289,-39.86932985,15.63886704,56.36255218,-155.71754438,-11.68496995,33.64341085,-114.76862889,-0.4832,22.00319659,-114.76300061,-8.65837436,-2.65433381,-0.10130326,2.75324187,18.47971042,52.30933437,-115.9974605,-11.01012749,0.57471264,7.68099869,5.86506433,-0.11,-9.06516938,-11.8514343,-10.57845511,3.20176318,0.23829349,,,0.51136891,Process Industries
LEE,"Lee Enterprises, Incorporated",0.36499558,-1.72151478,7.12664134,1.3800791,50.77474266,66.69526558,-18.64441184,6.61101785,,-108.94211066,-0.3491,,-108.86788305,-0.25826889,-11.79644147,-1.40077725,-0.71093247,-5.91990323,-392.14113873,-109.41173775,-0.52588515,6.29290618,5.04850883,9.71418579,1.4,-1.26747756,-29.7780117,-1.79027467,0.81210843,3.70175564,,,0.07614881,Consumer Services
LPTH,"LightPath Technologies, Inc.",30.70419809,-7.38265752,24.21138229,-6.92089744,30.21119636,,-113.52679783,-10.21412282,34.44108761,2.44088482,-0.1279,30.46842092,-14.24800144,-12.28784013,5.56506566,-3.22899631,0.24100158,-15.92492633,-36.98047322,-3522.79524894,-17.87420027,0,5.80757854,2.76481742,-0.03,-7.76377348,-12.32228732,-9.12722602,2.09981689,1.55808542,,,1.69976962,Electronic Technology
ACET,"Adicet Bio, Inc.",,156.83453237,-25.84022039,,79.95598239,-3.48811375,-17.73873026,-290.32012805,-4.92418973,15.18646099,-1.6989,-4.92859687,-12.56633172,-279.27170868,-2.43348341,-8.96502653,-3.6387624,0.37719633,-1.52639471,3.80366382,-247.74309724,5.51181102,9.79760189,10.90184765,-0.737,-37.90880226,-43.26467892,-40.26011485,11.07574712,0.19101607,,,,Health Technology
FLUX,"Flux Power Holdings, Inc.",7.72187976,56.70280868,-8.77233697,149.58638244,23.65045148,8.10810811,72.12074735,-8.1553281,-1.33333333,58.46686449,-0.4199,-2.14532872,56.8133769,-10.16174985,15.62125579,-4.16051537,-5.47130107,68.00361104,,81.34467396,-6.94333479,0.88495575,8.02985784,6.55062515,-0.113333,-20.24749947,-57.41663473,-47.85942492,0.50130088,5.84553308,,,0.82665149,Producer Manufacturing
FAM,First Trust/Aberdeen Global Opportunity Income Fund,,-215.0092682,,-261.34550889,,,-147.89522567,,,-152.94314009,-2.2732,,-152.98731915,,-27.57362716,,,-28.95176617,,-11.34841794,,2.04460967,1.43166054,1.22296074,,7.68998127,10.49680836,7.76405804,,0.80587089,7.56879831,16.79810741,,Miscellaneous
BYFC,Broadway Financial Corporation,3.81226555,33.96266896,,,,,,21.67147128,-84.40366972,,0.077,-84.73818646,,14.95836003,8.20750761,2.18337495,16.51146202,35.06657259,-144.62875197,,16.01804399,0,6.84801843,6.12275139,,0.37587616,1.6425738,1.10787963,,0.42534368,11.79245283,5.84478938,1.20423562,Finance
NDP,"Tortoise Energy Independence Fund, Inc.",,43.9572837,,47.54264414,91.08562145,,62.68100717,372.96679284,,62.68957244,15.19,,62.62925728,371.44022692,38.96516472,,,37.03703704,,176.00919253,30.39774515,0.3164557,1.19354648,0.2225855,,-11.91042069,-13.13397928,-13.13397928,,0.82629306,,23.99933169,11.92663195,Miscellaneous
DOMA,"Doma Holdings, Inc.",19.59856419,-18.28046479,,,,,,-40.76659054,15.65064846,-45.23842355,-23.1725,14.8280037,-167.30912114,-65.48435746,-41.97281894,-13.88242529,-5.0745167,28.57465313,-5.19402537,-150.5695044,-48.04982904,2.42718447,8.08082458,8.55224758,-1.365732,-63.26842555,-198.97337066,-88.12736927,,0.66318975,,,0.14844798,Finance
SEZL,Sezzle Inc.,2.70602248,11.21605256,2.68327726,-52.8511255,26.06457916,-28.0162682,42.23286536,-31.40436928,2404.76439791,50.07952271,-0.18104532,-32.63344496,48.46484639,-30.33656305,-22.21418794,1.41544461,-2.04801802,-17.47748407,,,6.73694315,2.71,12.09289362,5.03626523,,4.9587865,93.70048249,11.87683843,1.94069971,238.9751083,44.22557123,11.70229572,0.42079007,Technology Services
HLTH,Cue Health Inc.,-60.04037957,-21.78118028,-29.16722008,-55.05891997,31.74986969,12.82602484,-165.23151945,-42.11832645,11.43544507,-679.83193277,-1.311,10.97050893,-686.13024043,-40.13766971,-26.11322682,-13.91840752,-3.85281385,-7.5760886,22.29490041,-37.53434153,-33.65192895,12.85714286,11.1004979,10.14308542,-0.443333,-38.37046763,-51.87739175,-47.82577038,2.51976153,0.09379272,,,0.21749434,Health Technology
TKNO,"Alpha Teknova, Inc.",26.37868655,12.27062044,123.63125877,-0.88022825,39.42056977,54.67885185,-177.96164384,-69.6716562,19.14349632,-382.91428571,-1.6902,18.86129069,-384.2191166,-114.60164172,-8.55799317,-6.008325,-1.66919204,256.44481887,48.36612204,-91.90561736,-134.11154032,14.42709139,17.34625065,9.52355357,-0.2875,-32.87698217,-47.10504154,-38.29327412,1.08526455,0.54733807,,,1.39815709,Health Technology
DRIO,DarioHealth Corp.,-12.93518256,34.82182031,-34.53282828,143.62856422,34.91105004,-13.79681061,25.77060733,-207.21362453,-28.57142857,46.56330967,-2.5368,-31.45063963,21.89132502,-216.79563205,18.27906838,8.47151626,14.2358741,9672.82229965,-102.48395777,4.70298007,-174.59864044,1.98019802,9.44021803,10.99175075,-0.52,-45.59564319,-65.17050815,-50.20160244,7.41245666,0.6495511,,,2.1378949,Health Technology
CPTN,"Cepton, Inc.",87.67676768,,,,2.61244277,-33.32115789,-61173.85803131,-792.45892809,4.04255319,-84.28030797,0.6023,3.74440374,13.53699951,126.31295448,-70.97770927,-10.10700296,-3.21128196,,0.02710027,-36899.67627064,-769.53945597,0.57636888,6.28449962,4.39510642,-0.84,-87.99457123,-119.42260526,-100.84151932,9.75438596,33.30773661,,,7.13677127,Electronic Technology
LINK,"Interlink Electronics, Inc.",23.52043929,0.20058839,24.90247074,-4.34207043,48.21833711,,-328.34224599,-8.91498732,,,0.1926,,,22.31415988,8.73793454,-11.14119923,3.08370044,1.14285714,,-1429.16666667,-12.77192046,0.24125452,2.97261085,1.8700206,-0.02,10.81226466,12.15143958,12.07660533,3.4972041,3.95760729,45.32531438,,5.0712763,Electronic Technology
DCTH,"Delcath Systems, Inc.",-17.08542714,-23.5161744,-22.72727273,-49.44521498,53.62265539,3.92922514,-38.29530815,-1245.05332843,25.38739669,-14.73783919,-4.1184,19.97777778,-42.33693321,-1342.69952188,-46.07535322,-31.20690219,1.67298272,4.69394033,-127.20450281,-10.60359608,-925.30342038,0.56338028,6.43768796,3.69313017,-0.52,-157.56007218,,-443.27321309,1.52888249,-4.81774875,,,16.87344863,Health Technology
ELTX,"Elicio Therapeutics, Inc.",,-91.87270415,80.08298755,-95.16212423,56.9317688,21.97052402,23.5313977,-1322.72924815,29.77860639,29.0833832,-12.9181,29.54968944,28.88974401,-1686.5275967,-45.30270534,-20.88084865,-91.99460916,-15.08354314,-82.53502033,27.60018859,-1668.40504129,3.75,9.39690089,7.0118002,-0.96,-47.31396058,-54.46719317,-52.72798094,20.00344658,0.44718227,,,29.97576332,Health Technology
AEYE,"AudioEye, Inc.",0.82346886,22.07892911,-0.34596376,23.45773039,75.86668004,-9.80207352,54.7008547,-26.81108548,2.71990741,29.71468337,-0.909,1.88960716,26.57470617,-34.87781232,-16.66496094,-5.95352235,-14.82789056,30.09307135,-194.29280397,5.13677177,-15.18737673,0,7.45848338,6.84375105,-0.01,-33.90033938,-76.79182487,-71.6403551,0.8113514,5.01788987,,,1.73918701,Technology Services
SPRO,"Spero Therapeutics, Inc.",6.48648649,1482.37785016,12.53196931,2308.19252432,96.81549641,4.84645229,66.72873383,-73.0706684,10.29295329,57.49199683,-1.2349,10.19146691,48.28757966,-95.54540028,-27.04709128,-12.13814796,-4.24631777,-88.07691618,-44.43320626,,-15.91428395,3.92156863,4.69342528,6.5821533,-0.03,-12.41008412,-22.23471694,-20.05070339,5.09980374,0.71153727,,4.47216447,1.10589346,Health Technology
VANI,"Vivani Medical, Inc.",,,-486.95652174,100,,-2.71548436,,,-3.21285141,55.46290619,-0.3632,-3.29218107,-55.68882412,,-27.86297775,33.70794078,1563.07448494,302.9535865,20.11994859,,,5.21153846,5.41465942,3.15744735,-0.13,-29.86683273,-39.1924737,-32.3674716,5.11176969,1.21699302,,,,Health Technology
MDAI,"Spectral AI, Inc.",,,,,,-179.80204027,63.42619256,,19.41798942,,0.3513,19.40740879,,,-97.81011198,-2.00330417,,,45.390625,,,6.69456067,19.96621248,18.74805842,,0.16272498,0.18252918,0.18252918,0.1095025,-2.27416181,,90.67654646,,Technology Services
TPST,"Tempest Therapeutics, Inc.",,,10.77199282,-42.83464567,,0.726082,-27.64815679,,3.10021629,58.59113432,-3.092,0.72027239,-26.17129531,,-37.06955406,-17.64579817,-0.82644628,19.29654205,22.03856749,-21.24022689,,5.55555556,48.20585171,26.83423412,-0.57305,-65.16999207,-166.56819547,-93.66764275,2.14575133,2.33473882,,,,Health Technology
CENN,Cenntro Electric Group Limited,22.09959015,4.25568555,489.10415725,-319.39777345,-5.74792534,-22.05316806,-226.82849107,-583.8959453,-28.33333333,-345.73560768,-0.4181,-28.4408606,-570.37836336,-1231.15938731,-8.07101194,-6.79630567,-0.35152002,4873.02341711,-12.44036256,-295.98049826,-984.51637723,1.19930783,6.65328103,7.93932818,,,,,2.68480406,0.30700759,,,,Consumer Durables
CETY,"Clean Energy Technologies, Inc.",65.66732493,104.79330441,230.11447419,97.90526106,42.96015488,37.13463093,37.70277902,-37.16380821,31.94444444,-63.63636364,0.0048,29.44765509,-50.46395408,5.53448242,26.15023862,-10.68312488,-19.81491122,-36.2622507,-213.80305417,12.08281914,-84.26403906,0,8.32811301,6.12829874,,-13.0294688,-54.66485918,-42.54142282,0.80757133,28.30562154,,,7.0465204,Producer Manufacturing
KRON,"Kronos Bio, Inc.",52.66175266,,922.3880597,-9.36045087,,-2.7433337,9.95472349,,-12.87301242,14.1019136,-2.3701,-13.35086516,11.83097473,,-24.6600047,-9.82959952,-2.62452788,-7.91126118,-317.14144574,25.1104891,,4.54545455,8.60197704,7.10872313,-0.5125,-39.88368905,-48.43447643,-43.40829849,10.16195874,0.21202681,,,16.93099423,Health Technology
BNED,"Barnes & Noble Education, Inc",22.75823931,3.17396008,20.50792324,2.18417867,19.91150901,-71.40485313,24.22325581,-3.26171197,-8.87170155,-46.07341658,-1.9419,-8.94702703,-47.93267206,-5.8410791,-8.4712562,9.18025366,28.4543303,-13.92825342,-215.61186415,,3.93116158,3,8.32634842,6.29839308,0.435,-7.61393023,-67.78852678,-15.54833609,0.40211475,0.404778,,,0.0343134,Retail Trade
KEQU,Kewaunee Scientific Corporation,-7.68162116,29.97655029,14.98890069,45.18048393,16.67471548,30.88490457,4409.52380952,2.57683581,149.85431235,,0.2543,146.16915423,,0.33622787,0.10524277,4.97905768,1.82267309,7.49419954,,18.9421015,-3.61649977,0.65697036,1.55513206,0.03292781,,3.16137043,10.68325328,5.46649545,1.61418978,1.37834724,13.36462994,,0.23979152,Health Technology
LOAN,"Manhattan Bridge Capital, Inc",1.43388117,25.89751009,1.4617229,25.97881494,99.9205807,2.94381089,28.7090262,81.87192246,1.85633575,7.87532715,0.4534,1.73301277,17.82398987,60.80690573,13.50225011,1.22302866,2.80752442,43.29544049,1.21507723,11.50005327,59.83340964,0,2.72830299,1.5687838,0.12,7.22174042,12.3694159,7.44794919,,1.23628621,9.94606257,10.08275474,5.58334786,Finance
SNAL,"Snail, Inc.",-26.49803603,-30.2527432,-87.57090595,-42.31746839,32.73642045,-61.8533958,-83.83440367,-2.18618011,-37.40740741,-88.75816993,0.0258,-37.29087985,-88.80771518,1.27317877,-9.13179351,-8.85105294,-23.04429303,18.1456342,68.24935129,-120.29489889,-4.32087731,5.71428571,6.77841347,9.3394245,-0.12,-15.37250755,-101.85737142,-72.42535315,0.72747839,3.54258534,,,0.96559003,Technology Services
CEE,"The Central and Eastern Europe Fund, Inc. (The)",,-226.54289994,,-260.81104455,,,,,,-297.91923971,-28.3644,,-295.49376239,,-83.42894141,,,,,,,0.88235294,2.99854018,2.29631148,,,,,,1.42630612,,,,Miscellaneous
NOTV,"Inotiv, Inc.",3.96466464,511.18910775,27.21217105,318.9017111,23.0663044,59.67133022,477.51740909,0.5339118,,-1861.0460677,-13.8383,,-3193.32721432,-61.5382649,199.17105786,-1.59232662,0.29621492,121.92778001,-118.09851088,-2305.38818076,-7.58085367,6.70103093,8.5375232,9.49426185,-0.167704,-33.58360378,-76.33583154,-41.16484214,1.034332,0.14419693,,,0.09073699,Commercial Services
YHGJ,Yunhong Green CTI Ltd.,-19.63967531,-25.06746544,-54.39219166,-16.63604941,17.38696809,-338.04347826,-261.23739307,-6.20567376,-133.94495413,89.34319269,-0.2205,-137.62626263,82.92446725,-8.12832447,-11.57054974,-5.64545345,-1.26684909,-16.34681579,97.89473684,,12.21742021,7.91666667,10.47802719,13.75385896,,-4.88415397,-21.01944298,-9.96388093,0.40502955,46.4381841,,95.84182497,3.0602861,Producer Manufacturing
PRCH,"Porch Group, Inc.",13.04352802,43.39952087,-51.69557267,25.92440243,61.01548118,-361.52133205,1.84606105,-33.29721542,-123.24895552,-41.62923822,-1.6082,-124.47857512,-46.85758775,-56.73496456,0.99254198,2.99267445,-0.87120175,6.3724111,,49.10813824,-7.27890762,3.91960784,9.39712306,9.45815152,-0.259912,-22.84785065,-305.19113894,-48.94921554,1.0599623,0.65138093,,0.58192621,0.15435262,Technology Services
KNTE,Kinnate Biopharma Inc.,,,0.98522167,-391.05691057,,1.49782293,-36.84410564,,5.69341053,-28.16826152,-2.6386,3.10261081,-29.53109856,,-23.99744865,-11.37649664,-6.20881906,,-6.07667063,-27.72920901,,2.77777778,8.84819344,7.6280518,-0.660937,-47.09285208,-53.95492512,-53.22712299,11.95714195,0.21628658,,,,Health Technology
AP,Ampco-Pittsburgh Corporation,2.29764415,13.12449264,24.16983433,-4.19918561,11.57695373,23.56584094,0.11543709,0.42159056,-37.93103448,,0.1757,-37.4260355,,0.87547317,-0.62969405,-0.15851612,11.20081257,67.74451712,-13.15559985,-41.13561829,-11.24993272,0.7751938,5.92171497,4.31975805,,0.29162924,1.63859205,0.79927515,0.92489756,0.4798643,33.99209486,,0.1247355,Non-Energy Minerals
PNF,PIMCO New York Municipal Income Fund,,-130.44085378,,-163.83801909,,,-545.08646999,,,-574.27689308,-2.9187,,-552.98706631,,-28.67594214,,,-79.01348039,,17.99424996,,0.30911901,1.45247524,1.51737837,,1.69905785,1.8438322,1.8438322,,0.74360978,270.71129707,,247.11631068,Miscellaneous
EYEN,"Eyenovia, Inc.",,-100,-37.65137596,-102.52437977,,-8.13123241,-109.77636231,,-6.38852673,-71.48743304,-0.8324,-8.3022062,-119.20729901,,-1.96671992,0.12765493,46.9727523,41.8886311,23.63441031,-13.67006106,,3.41880342,6.36840483,6.87601574,-0.171464,-78.17234808,-148.75840411,-103.84879963,4.84681328,2.55319149,,,,Health Technology
